timestamp,viaje_id,order_id,camion_id,producto_id,temperatura_cabina_c,temp_unit,humedad_cabina_pct,desviacion_termica_flag,desviacion_proximos_60min_flag
2026-08-04 20:15:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-18.75,C,74.2,0,0
2026-08-04 20:45:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-18.33,C,65.0,0,0
2026-08-04 21:15:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-17.52,C,73.0,0,0
2026-08-04 21:45:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-17.96,C,85.4,0,0
2026-08-04 22:15:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-18.96,C,60.6,0,0
2026-08-04 22:45:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-18.2,C,78.8,0,0
2026-08-04 23:15:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-16.81,C,58.3,0,0
2026-08-05 00:15:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-18.66,C,69.5,0,0
2026-08-05 00:45:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-16.98,C,71.5,0,0
2026-08-05 01:15:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-18.04,C,61.7,0,0
2026-08-05 01:45:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-17.29,C,77.8,0,0
2026-08-05 02:15:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-18.38,C,72.0,0,0
2026-08-05 02:45:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-18.1,C,67.1,0,0
2026-08-05 03:15:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-18.38,C,55.0,0,0
2026-08-05 03:45:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-18.16,C,72.9,0,0
2026-08-05 04:15:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-17.42,C,71.4,0,0
2026-08-05 04:45:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-17.14,C,80.4,0,0
2026-08-05 05:15:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-17.36,C,77.0,0,0
2026-08-05 05:45:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-16.15,C,63.0,0,0
2026-08-05 06:15:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-16.97,C,65.6,0,0
2026-08-05 06:45:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-17.13,C,71.7,0,0
2026-08-05 07:15:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-19.25,C,73.9,0,0
2026-08-05 07:45:00,VIA-00001,ORD-2026-05710,CAM-12,PROD-052,-17.41,C,68.3,0,0
2026-08-10 17:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.3,C,69.6,0,0
2026-08-10 17:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.69,C,72.2,0,0
2026-08-10 18:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-16.63,C,77.1,0,0
2026-08-10 18:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.6,C,63.5,0,0
2026-08-10 19:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.61,C,68.1,0,0
2026-08-10 19:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-19.1,C,79.3,0,0
2026-08-10 20:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.43,C,66.6,0,0
2026-08-10 20:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.68,C,56.3,0,0
2026-08-10 21:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.41,C,59.2,0,0
2026-08-10 21:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-19.37,C,70.9,0,0
2026-08-10 22:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.53,C,73.5,0,0
2026-08-10 22:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-19.13,C,63.3,0,0
2026-08-10 23:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-16.88,C,80.3,0,0
2026-08-10 23:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.32,C,70.9,0,0
2026-08-11 00:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.48,C,73.5,0,0
2026-08-11 00:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.24,C,83.4,0,0
2026-08-11 01:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.78,C,86.3,0,0
2026-08-11 01:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-18.16,C,56.3,0,0
2026-08-11 02:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.59,C,66.2,0,0
2026-08-11 02:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-16.83,C,61.7,0,0
2026-08-11 03:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.5,C,69.9,0,0
2026-08-11 03:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.82,C,82.1,0,0
2026-08-11 04:17:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-17.85,C,72.4,0,0
2026-08-11 04:47:00,VIA-00002,ORD-2026-04815,CAM-23,PROD-031,-19.1,C,78.7,0,0
2026-08-27 08:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,21.89,C,44.9,0,0
2026-08-27 09:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,18.81,C,55.2,0,0
2026-08-27 09:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,18.51,C,47.1,0,0
2026-08-27 10:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,19.55,C,52.0,0,0
2026-08-27 10:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,19.19,C,50.7,0,0
2026-08-27 11:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,21.94,C,54.4,0,0
2026-08-27 11:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,18.38,C,49.1,0,0
2026-08-27 12:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,19.15,C,56.7,0,0
2026-08-27 12:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,17.5,C,53.4,0,0
2026-08-27 13:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,17.7,C,48.3,0,0
2026-08-27 13:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,23.18,C,59.1,0,0
2026-08-27 14:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,19.8,C,43.2,0,0
2026-08-27 14:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,16.69,C,40.3,0,0
2026-08-27 15:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,19.03,C,52.0,0,0
2026-08-27 15:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,20.04,C,39.3,0,0
2026-08-27 16:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,21.75,C,44.3,0,0
2026-08-27 16:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,18.75,C,37.9,0,0
2026-08-27 17:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,20.52,C,45.7,0,0
2026-08-27 17:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,19.42,C,48.2,0,0
2026-08-27 18:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,21.94,C,54.2,0,0
2026-08-27 18:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,21.06,C,51.3,0,0
2026-08-27 19:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,18.9,C,41.7,0,0
2026-08-27 19:46:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,16.57,C,52.1,0,0
2026-08-27 20:16:00,VIA-00003,ORD-2026-02991,CAM-05,PROD-007,17.97,C,48.3,0,0
2026-08-13 14:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,3.27,C,74.9,0,0
2026-08-13 15:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,3.4,C,66.5,0,0
2026-08-13 15:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,3.28,C,73.2,0,0
2026-08-13 16:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.05,C,71.4,0,0
2026-08-13 16:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,3.93,C,69.9,0,0
2026-08-13 17:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,3.59,C,78.4,0,0
2026-08-13 17:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,5.39,C,77.6,0,0
2026-08-13 18:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,3.95,C,79.0,0,0
2026-08-13 18:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,5.49,C,81.0,0,0
2026-08-13 19:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.41,C,90.4,0,0
2026-08-13 19:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.54,C,89.4,0,0
2026-08-13 20:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.8,C,85.4,0,0
2026-08-13 20:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.54,C,70.4,0,0
2026-08-13 21:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.44,C,88.8,0,0
2026-08-13 21:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.28,C,82.5,0,0
2026-08-13 22:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.77,C,75.1,0,0
2026-08-13 22:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,5.88,C,71.9,0,0
2026-08-13 23:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,5.15,C,86.9,0,0
2026-08-13 23:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.83,C,74.3,0,0
2026-08-14 00:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.84,C,80.3,0,0
2026-08-14 00:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.09,C,100.0,0,0
2026-08-14 01:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.21,C,89.3,0,0
2026-08-14 01:38:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,4.28,C,70.0,0,0
2026-08-14 02:08:00,VIA-00004,ORD-2026-06185,CAM-01,PROD-043,2.46,C,81.3,0,0
2026-08-01 02:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-16.16,C,75.4,0,1
2026-08-01 03:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-20.17,C,68.0,1,0
2026-08-01 03:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.97,C,70.1,0,0
2026-08-01 04:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-16.66,C,65.4,0,0
2026-08-01 04:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.77,C,74.1,0,0
2026-08-01 05:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-17.28,C,71.2,0,0
2026-08-01 05:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.56,C,64.3,0,0
2026-08-01 06:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-16.99,C,66.4,0,0
2026-08-01 06:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-17.49,C,65.4,0,0
2026-08-01 07:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-17.6,C,67.8,0,0
2026-08-01 07:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.02,C,56.2,0,0
2026-08-01 08:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-19.61,C,66.4,0,0
2026-08-01 08:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-18.17,C,70.2,0,0
2026-08-01 09:20:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-17.66,C,76.7,0,0
2026-08-01 09:50:00,VIA-00005,ORD-2026-02796,CAM-28,PROD-013,-16.59,C,70.9,0,0
