loss,pr_auc,recall,val_loss,val_pr_auc,val_recall,epoca
0.24989724159240723,0.15540321171283722,0.16210044920444489,0.1605597585439682,0.3438860774040222,0.29139071702957153,1
0.17683246731758118,0.4109322428703308,0.344748854637146,0.148960679769516,0.34929630160331726,0.3112582862377167,2
0.16521820425987244,0.420187383890152,0.36415526270866394,0.1409509778022766,0.35832253098487854,0.30463576316833496,3
0.15704962611198425,0.432728111743927,0.3550228178501129,0.1358431875705719,0.36192911863327026,0.30463576316833496,4
0.15063528716564178,0.44423073530197144,0.36872145533561707,0.13177266716957092,0.3635638356208801,0.30463576316833496,5
0.1473608911037445,0.44091516733169556,0.361872136592865,0.1294832080602646,0.35994529724121094,0.30463576316833496,6
0.1457340121269226,0.43572354316711426,0.3607305884361267,0.12716853618621826,0.36535027623176575,0.30463576316833496,7
0.14272509515285492,0.452356219291687,0.3664383590221405,0.12574854493141174,0.36515122652053833,0.30463576316833496,8
0.14143669605255127,0.4498070776462555,0.3652968108654022,0.1246303841471672,0.36824917793273926,0.30463576316833496,9
0.14086537063121796,0.4514349400997162,0.3561643958091736,0.12384583055973053,0.37073296308517456,0.3112582862377167,10
0.1394706815481186,0.44788098335266113,0.36872145533561707,0.12332303822040558,0.37151792645454407,0.3112582862377167,11
0.13791967928409576,0.4525565505027771,0.36986300349235535,0.12276775389909744,0.36646270751953125,0.3112582862377167,12
0.1384771466255188,0.44762372970581055,0.3664383590221405,0.1221935823559761,0.3712121844291687,0.3112582862377167,13
0.13883492350578308,0.4426157772541046,0.36301368474960327,0.1220422089099884,0.3636030852794647,0.3112582862377167,14
0.13701613247394562,0.45191511511802673,0.3767123222351074,0.12169139832258224,0.36326056718826294,0.3112582862377167,15
0.13698527216911316,0.4543364644050598,0.37442922592163086,0.12160808593034744,0.36832013726234436,0.3178808093070984,16
0.13685747981071472,0.4537099599838257,0.37442922592163086,0.12121737003326416,0.3629246950149536,0.3112582862377167,17
0.13633638620376587,0.45897358655929565,0.36872145533561707,0.12145987898111343,0.36373576521873474,0.3112582862377167,18
0.13647928833961487,0.4532378911972046,0.3721461296081543,0.12090814113616943,0.3666159510612488,0.3112582862377167,19
0.13628150522708893,0.45787033438682556,0.37442922592163086,0.12072525918483734,0.3651929497718811,0.3112582862377167,20
0.13622567057609558,0.46012598276138306,0.38127854466438293,0.12082402408123016,0.36511117219924927,0.3112582862377167,21
0.13573797047138214,0.45983076095581055,0.3778538703918457,0.12073773145675659,0.3654928207397461,0.3112582862377167,22
0.13572309911251068,0.45750194787979126,0.3778538703918457,0.1206846535205841,0.36173707246780396,0.3112582862377167,23
0.13529492914676666,0.4579962491989136,0.38127854466438293,0.12139704823493958,0.3578449487686157,0.3112582862377167,24
0.13580907881259918,0.45774197578430176,0.38127854466438293,0.1215226873755455,0.3605060875415802,0.3112582862377167,25
0.13540975749492645,0.4625198543071747,0.38127854466438293,0.1209251657128334,0.36700868606567383,0.3112582862377167,26
0.13575443625450134,0.456163227558136,0.37899544835090637,0.12125667929649353,0.36295419931411743,0.3178808093070984,27
