loss,pr_auc,recall,val_loss,val_pr_auc,val_recall,epoca
0.16119813919067383,0.3166799545288086,0.20776255428791046,0.12205123156309128,0.34227925539016724,0.2781457006931305,1
0.136223703622818,0.4365912675857544,0.35844749212265015,0.12086561322212219,0.34690770506858826,0.2847682237625122,2
0.13382332026958466,0.4514843225479126,0.3664383590221405,0.12055729329586029,0.3531288802623749,0.2847682237625122,3
0.13195271790027618,0.4664369225502014,0.3732876777648926,0.12015815079212189,0.3587888181209564,0.2715231776237488,4
0.1304311603307724,0.4779440462589264,0.3778538703918457,0.11982979625463486,0.36211302876472473,0.26490065455436707,5
0.1292705237865448,0.4859796464443207,0.3778538703918457,0.11986993253231049,0.36400240659713745,0.2715231776237488,6
0.12823082506656647,0.4927293062210083,0.38127854466438293,0.11972629278898239,0.3668064475059509,0.26490065455436707,7
0.1274043470621109,0.49707525968551636,0.38127854466438293,0.11994602531194687,0.3682863116264343,0.26490065455436707,8
0.12667658925056458,0.5015568137168884,0.3778538703918457,0.12001338601112366,0.3665822446346283,0.26490065455436707,9
0.12611347436904907,0.504826545715332,0.38013699650764465,0.1199771910905838,0.3651624023914337,0.26490065455436707,10
0.1256111115217209,0.5079343318939209,0.38127854466438293,0.12022344022989273,0.36511412262916565,0.26490065455436707,11
0.12521301209926605,0.5099255442619324,0.37899544835090637,0.12043040990829468,0.36221593618392944,0.26490065455436707,12
0.12478966265916824,0.511756181716919,0.3824200928211212,0.12054537236690521,0.36139723658561707,0.26490065455436707,13
0.12436574697494507,0.5144795179367065,0.3824200928211212,0.12079384177923203,0.360829621553421,0.25827813148498535,14
0.12401783466339111,0.5165119767189026,0.37899544835090637,0.12083066254854202,0.361194908618927,0.26490065455436707,15
0.12358927726745605,0.5181328654289246,0.38013699650764465,0.12106789648532867,0.35931336879730225,0.25827813148498535,16
0.123268261551857,0.5204837918281555,0.3835616409778595,0.12123115360736847,0.35857051610946655,0.25827813148498535,17
0.12288762629032135,0.5224686861038208,0.3835616409778595,0.12140369415283203,0.3574868142604828,0.25827813148498535,18
0.12251516431570053,0.524673581123352,0.3824200928211212,0.1215989887714386,0.3577871024608612,0.25827813148498535,19
0.12220863252878189,0.5265080332756042,0.3824200928211212,0.12177823483943939,0.3583163917064667,0.25827813148498535,20
0.12188460677862167,0.5279446244239807,0.3835616409778595,0.12186521291732788,0.35761162638664246,0.25827813148498535,21
0.12169492989778519,0.5280558466911316,0.38127854466438293,0.12192320078611374,0.3572761118412018,0.26490065455436707,22
0.12122869491577148,0.5312672853469849,0.3835616409778595,0.12190686911344528,0.3566296398639679,0.2715231776237488,23
0.12079958617687225,0.5337149500846863,0.38698631525039673,0.12194264680147171,0.3566725552082062,0.2715231776237488,24
0.12040488421916962,0.5356756448745728,0.388127863407135,0.12243303656578064,0.35531044006347656,0.26490065455436707,25
0.12014008313417435,0.5366685390472412,0.388127863407135,0.12240689247846603,0.35567066073417664,0.25827813148498535,26
0.11969738453626633,0.539249062538147,0.3904109597206116,0.12252447009086609,0.3549251854419708,0.26490065455436707,27
0.11942137777805328,0.5404050946235657,0.38698631525039673,0.12263719737529755,0.3554913103580475,0.26490065455436707,28
0.11905419826507568,0.5416556000709534,0.388127863407135,0.12293937057256699,0.3535386919975281,0.2715231776237488,29
0.11874803900718689,0.5432976484298706,0.3847031891345978,0.12301324307918549,0.35487431287765503,0.2715231776237488,30
0.1184142455458641,0.544649600982666,0.38698631525039673,0.12306294590234756,0.3549332022666931,0.2715231776237488,31
0.11805211752653122,0.5463997721672058,0.388127863407135,0.12323445081710815,0.3551442325115204,0.2715231776237488,32
0.11763651669025421,0.5479939579963684,0.3892694115638733,0.12334709614515305,0.3540396988391876,0.2715231776237488,33
0.11735275387763977,0.5497462153434753,0.3892694115638733,0.12373637408018112,0.3548456132411957,0.2715231776237488,34
0.1170063316822052,0.5514751672744751,0.388127863407135,0.12367632240056992,0.3533003032207489,0.2715231776237488,35
0.11667122691869736,0.5527147054672241,0.388127863407135,0.12384112924337387,0.3544675409793854,0.2715231776237488,36
0.11627199500799179,0.5541062355041504,0.388127863407135,0.12407592684030533,0.3545829951763153,0.2715231776237488,37
0.1160578727722168,0.555248498916626,0.3892694115638733,0.12417837977409363,0.35441139340400696,0.2715231776237488,38
0.11592048406600952,0.5555986762046814,0.38584473729133606,0.12457636743783951,0.3529053032398224,0.2715231776237488,39
0.11549028009176254,0.5584719777107239,0.39155250787734985,0.124764084815979,0.35550084710121155,0.2715231776237488,40
0.11515688896179199,0.5599037408828735,0.388127863407135,0.12494306266307831,0.3541422188282013,0.2781457006931305,41
0.11488465964794159,0.560976505279541,0.3904109597206116,0.1251661479473114,0.35322797298431396,0.2781457006931305,42
0.11464520543813705,0.5621449947357178,0.39269405603408813,0.1250683069229126,0.3536272943019867,0.2781457006931305,43
0.11427875608205795,0.5633202195167542,0.3949771821498871,0.12519986927509308,0.35484054684638977,0.2781457006931305,44
0.11397679150104523,0.5653076767921448,0.39155250787734985,0.12525957822799683,0.3552810847759247,0.2781457006931305,45
0.11370941996574402,0.5668147206306458,0.39155250787734985,0.12577076256275177,0.35433197021484375,0.2781457006931305,46
0.11341941356658936,0.5682764649391174,0.3904109597206116,0.1257150024175644,0.35593944787979126,0.2781457006931305,47
0.11303714662790298,0.5701495409011841,0.39269405603408813,0.12585899233818054,0.3561311960220337,0.2781457006931305,48
0.1128753274679184,0.5709481239318848,0.39269405603408813,0.12619264423847198,0.3543115258216858,0.2781457006931305,49
0.11246642470359802,0.5729448795318604,0.3949771821498871,0.12629587948322296,0.35595566034317017,0.2847682237625122,50
0.11229278147220612,0.5735905766487122,0.3949771821498871,0.12644028663635254,0.3558453321456909,0.2847682237625122,51
0.11193539947271347,0.5754612684249878,0.39840182662010193,0.12639057636260986,0.35675251483917236,0.2847682237625122,52
0.11172223091125488,0.5762282609939575,0.3995433747768402,0.12704771757125854,0.3563846945762634,0.2847682237625122,53
0.11147098988294601,0.5770609378814697,0.4006849229335785,0.1271774172782898,0.35510069131851196,0.2847682237625122,54
0.11112556606531143,0.5790038704872131,0.39840182662010193,0.12749600410461426,0.3537110686302185,0.2847682237625122,55
0.11096832156181335,0.5797640085220337,0.39611873030662537,0.1280694603919983,0.3546125888824463,0.2847682237625122,56
0.11071287840604782,0.5809971690177917,0.4006849229335785,0.1279086172580719,0.3545936942100525,0.2847682237625122,57
0.11034548282623291,0.5827361345291138,0.4006849229335785,0.12796270847320557,0.3537536859512329,0.2847682237625122,58
